#OTU	ZAM1_s1_YZA	ZAM1_s2_YZA	ZAM1_s3_YZA	ZAM1_s4_YZA	ZAM1_s5_YZA	ZAM1_s6_YZA	ZAM1_s7_YZA	ZAM1_s8_YZA	ZAM1_s9_YZA	ZAM1_s10_YZA	ZAM1_s11_OZA	ZAM1_s12_OZA	ZAM1_s13_OZA	ZAM1_s14_OZA	ZAM1_s15_OZA	ZAM1_s17_OZA	ZAM1_s18_OZA	ZAM1_s19_OZA	ZAM1_s20_YZS	ZAM1_s21_YZS	ZAM1_s22_YZS	ZAM1_s23_YZS	ZAM1_s24_YZS	ZAM1_s25_YZS	ZAM1_s26_YZS	ZAM1_s27_YZS	ZAM1_s28_YZS	ZAM1_s29_YZS	ZAM1_s30_OZS	ZAM1_s31_OZS	ZAM1_s32_OZS	ZAM1_s33_OZS	ZAM1_s34_OZS	ZAM1_s36_OZS	ZAM1_s37_OZS	ZAM1_s38_OZS	ZAM1_s39_YZA	ZAM1_s40_YZA	ZAM1_s41_YZA	ZAM1_s43_YZA	ZAM1_s44_YZA	ZAM1_s45_YZA	ZAM1_s46_YZA	ZAM1_s47_YZA	ZAM1_s48_YZA	ZAM1_s49_OZA	ZAM1_s50_OZA	ZAM1_s51_OZA	ZAM1_s52_OZA	ZAM1_s53_OZA	ZAM1_s54_OZA	ZAM1_s55_OZA	ZAM1_s56_OZA	ZAM1_s58_YZS	ZAM1_s59_YZS	ZAM1_s60_YZS	ZAM1_s61_YZS	ZAM1_s62_YZS	ZAM1_s63_YZS	ZAM1_s65_YZS	ZAM1_s66_YZS	ZAM1_s67_OZS	ZAM1_s69_OZS	ZAM1_s70_OZS	ZAM1_s71_OZS	ZAM1_s72_OZS	ZAM1_s73_OZS	ZAM1_s74_OZS	ZAM1_s75_OZS	ZAM2_s1_YZD	ZAM2_s2_YZD	ZAM2_s3_YZD	ZAM2_s4_YZD	ZAM2_s5_YZD	ZAM2_s6_YZD	ZAM2_s7_YZD	ZAM2_s8_YZD	ZAM2_s9_YZD	ZAM2_s10_YZD	ZAM2_s11_OZD	ZAM2_s12_OZD	ZAM2_s14_OZD	ZAM2_s15_OZD	ZAM2_s16_OZD	ZAM2_s17_OZD	ZAM2_s18_OZD	ZAM2_s19_OZD	ZAM2_s20_OZD	ZAM2_s21_YZA	ZAM2_s22_YZA	ZAM2_s23_YZA	ZAM2_s24_YZA	ZAM2_s25_YZA	ZAM2_s26_YZA	ZAM2_s27_YZA	ZAM2_s28_YZA	ZAM2_s29_YZA	ZAM2_s30_YZA	ZAM2_s31_OZA	ZAM2_s32_OZA	ZAM2_s34_OZA	ZAM2_s35_OZA	ZAM2_s36_OZA	ZAM2_s37_OZA	ZAM2_s38_OZA	ZAM2_s39_OZA	ZAM2_s40_YZD	ZAM2_s41_YZD	ZAM2_s42_YZD	ZAM2_s43_YZD	ZAM2_s44_YZD	ZAM2_s45_YZD	ZAM2_s46_YZD	ZAM2_s47_YZD	ZAM2_s48_YZD	ZAM2_s49_YZD	ZAM2_s50_OZD	ZAM2_s51_OZD	ZAM2_s53_OZD	ZAM2_s54_OZD	ZAM2_s55_OZD	ZAM2_s56_OZD	ZAM2_s57_OZD	ZAM2_s58_OZD	ZAM2_s59_OZD	ZAM2_s60_YZA	ZAM2_s61_YZA	ZAM2_s63_YZA	ZAM2_s64_YZA	ZAM2_s65_YZA	ZAM2_s66_YZA	ZAM2_s67_YZA	ZAM2_s69_YZA	ZAM2_s70_OZA	ZAM2_s71_OZA	ZAM2_s72_OZA	ZAM2_s73_OZA	ZAM2_s74_OZA	ZAM2_s75_OZA	ZAM2_s76_OZA	ZAM2_s77_OZA	ZAM2_s78_OZA
ASV104	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV105	0	2	0	21	0	29	4	27	13	0	0	0	0	0	0	0	5	3	13	20	2	9	0	15	18	10	2	4	2	0	0	0	2	0	0	0	12	10	14	26	0	33	28	3	0	0	0	0	0	3	0	0	0	14	0	0	0	52	19	0	19	0	0	0	8	8	0	0	0	21	13	26	5	34	0	13	6	15	32	2	6	8	5	0	0	0	0	0	11	0	9	0	0	0	18	48	6	15	0	0	4	0	0	0	0	0	21	33	6	7	22	0	0	0	6	0	0	0	9	21	0	0	0	0	0	11	10	11	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ASV106	0	0	0	0	0	0	0	0	0	0	32	13	6	9	16	36	12	15	0	0	0	0	0	0	0	10	0	0	29	17	8	1	150	7	22	14	5	3	0	0	0	0	0	0	0	4	4	0	9	6	19	8	11	5	0	0	0	0	0	0	0	8	12	0	48	15	13	6	7	0	0	0	0	0	0	0	0	0	0	53	9	35	15	48	0	9	16	1	0	0	0	0	0	0	0	0	0	0	1	11	0	0	28	1	0	9	0	0	0	0	0	0	0	11	0	0	79	21	50	75	43	0	5	4	0	0	0	0	0	0	0	10	17	0	21	3	13	11	5	78	32	3
ASV107	0	0	0	0	2	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	7	0	0	0	0	4	0	2	3	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	1	4	3	0	0	0	0	0	0	0	0	7	0	1	0	0	0	0	1	0	0	0	0	0	0	65	3	0	0	0	0	0	0	0
ASV108	26	0	20	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	3	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	26	0	24	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	21	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	15	36	22	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	91	3	0	0	0	0	0	0	0	0	0
ASV109	0	0	0	0	0	0	0	0	0	0	68	35	9	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	58	0	69	49	87	0	0	0	0	0	0	0	0	0	20	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	34	0	0	29	14	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	45	68	148	0	0	0	0	38	0	0	0	0	0	0	0	0	0	3	19	24	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	2	8	57	63	0	0	0	370	0	0	0	0	0	0	0	0	0	5	12	63	59
ASV110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	121	8	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	150	6	0	0	0	0	0	0	0	0	35	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	22	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	34	51	0	0	0	0
ASV111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV112	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	22	36	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV113	52	7	0	25	0	0	0	40	0	154	0	0	0	0	0	0	0	0	0	20	0	0	12	0	0	29	0	0	0	0	0	0	0	0	0	0	32	66	36	19	18	0	51	0	31	0	0	0	0	0	0	0	0	0	0	19	11	0	17	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	27	149	0	0	0	8	0	0	0	0	0	0	0	0	0
ASV114	0	0	2	0	0	8	0	0	8	2	15	0	0	0	0	18	35	40	0	8	0	0	0	0	0	0	2	0	15	14	4	0	16	4	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	45	24	10	9	0	0	0	0	0	0	0	0	39	0	0	0	84	0	0	0	1	0	2	0	0	16	5	0	0	10	27	3	19	6	4	0	4	5	0	4	2	4	0	9	0	6	6	1	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	13	6	0	12	0	5	32	41	1	0	5	3	0	0	15	0	25	0	0	9	0	0	13	38	0	0	0	0	6	9
ASV115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	14	31	66	0	0	0	0	0	0	0	0	0	0	22	57	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	23	14	74	41	13	0	0	0	0	0	0	0	0	35	0	0	62	0	0	0	0	2	0	0	34	0	0	0	0	0	0	15	8	44	95	0	0	0	5	70	0	40	0	0	0	0	0	0	0	16	5	21	0	0	0	0	4	3	0	0	0	50	0	0	0	0	2	0	15	59	4	4	0	0	0	51	106	0	24	0	0	0	6	0	9	50	22	9	23	10	0	0	20	23
ASV116	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	99	0	1	0	0	38	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	54	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	58	69	0	0	0	9	0	93	66	0	0	42	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0
ASV117	0	0	0	0	0	0	0	0	0	0	7	17	17	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	31	23	18	40	29	65	0	0	0	0	0	0	0	0	0	22	23	10	0	0	0	0	1	0	0	0	0	0	0	0	8	0	7	23	20	0	13	9	45	0	0	0	0	0	0	0	0	0	0	4	0	3	4	29	0	26	13	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	30	0	40	0	0	0	0	0	0	0	0	0	0	13	0	27	2	13	0	53	42	49	0	0	0	0	0	0	0	0	0	0	0	11	0	17	34	16	27
ASV118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	20	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	20	15	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0
ASV119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	407	651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	76	0	0	0	0
ASV120	2	43	1	0	0	0	0	0	0	0	0	0	0	0	8	29	14	23	7	3	0	8	0	0	0	0	0	0	21	6	0	0	59	9	0	0	0	0	9	0	0	0	0	0	0	0	0	0	8	28	1	4	6	0	0	0	2	0	0	0	0	14	0	0	69	41	3	0	5	0	0	0	0	0	0	0	0	0	0	18	3	20	26	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	11	0	0	0	0	0	0	0	0	0	0	6	0	34	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	12	3	0	0	0	0	6
ASV121	0	0	0	0	0	20	16	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	25	0	0	15	81	0	0	0	0	0	0	0	20	38	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	105	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV122	0	0	0	0	0	0	0	0	0	0	0	38	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	35	0	70	0	0	0	0	0	0	0	0	0	41	95	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0
ASV123	2	0	0	0	0	0	0	0	0	0	23	68	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	9	92	9	19	0	17	9	0	0	0	0	0	53	35	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	13	15	0	0	19	9	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10	0	74	0	0	0	0	0	0	0	0	0	0	0	18	0	0	18	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	31	0	45
ASV124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	494	7	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ASV125	72	46	30	34	21	0	0	0	0	0	0	0	0	0	0	0	0	0	25	56	90	13	9	0	0	0	0	0	0	0	0	0	0	0	0	0	45	41	49	28	0	0	0	0	0	0	0	0	0	0	0	0	0	27	8	20	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	7
ASV126	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	89	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	14	632	0	0	0	0	0	0	0	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	160	0	0	0	0	0	0	0	0	0	0	0
ASV127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	65	14	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	56	0	30	13	0	0	0	0	0	0	0	0	22	0	0	42	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0
ASV129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	35	0	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0
ASV130	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	12	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV131	6	3	0	17	0	0	0	0	0	0	0	0	0	0	0	0	7	14	5	17	5	3	5	0	0	0	0	0	0	0	0	0	29	0	0	0	17	5	28	7	0	0	0	0	0	0	0	0	4	0	0	0	13	45	0	10	7	0	0	0	0	0	0	0	7	6	0	0	0	0	3	26	0	0	0	3	0	0	0	21	0	0	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	15	27	0	36	2	7	0	38	0	26	4	0	0	0	0	0	5	0	7	0	12	0	16	0	0	0	0	0	10	0	0	0	0
ASV132	0	0	0	0	0	0	0	0	0	0	36	39	37	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	27	0	44	40	45	0	0	0	0	0	0	0	0	0	24	24	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	13	0	0	2	8	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	19	12	20	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	13	14	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	12	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	17
ASV133	0	0	0	0	0	0	0	0	0	0	14	33	46	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	27	0	68	43	32	0	0	0	0	0	0	0	0	0	16	23	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	10	0	0	15	5	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	25	21	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	5	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	11	25	29	17	0	0	0	0	0	0	0	0	0	0	0	0	0	10	23	29	18
ASV134	0	0	0	0	0	0	0	0	0	0	40	0	12	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	35	28	19	31	42	0	8	5	8	0	0	0	0	0	3	16	16	0	0	0	0	0	1	0	41	0	0	0	0	0	0	0	13	20	0	7	15	37	0	0	0	0	0	0	0	0	6	11	0	0	0	0	0	0	0	14	13	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	40	0	0	0	7	0	0	0	8	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	10	8
ASV135	5	11	0	2	0	0	2	0	0	4	2	32	2	0	0	0	0	0	10	4	3	2	0	0	0	2	5	0	0	0	13	0	0	6	0	0	12	6	180	0	0	2	0	4	3	3	0	0	0	0	0	0	0	89	1	2	0	0	0	3	0	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	14	12	0	0	0	0	0	0	0	0	0	0	11	10	0	0	26	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	27	5	14	18	0	0	0	0	0	0	0	0	6	0	0	54	40	0	0	0	0	0	0	0	0	0	0	0	0	0	12	5	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	13	27	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	12	0	0	0	0	0	0
ASV137	9	0	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	10	3	0	0	0	0	0	0	0	0	0	0	6	0	0	0	14	37	3	13	0	0	0	0	0	0	0	0	0	0	0	2	0	18	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	3	4	2	13	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	19	0	0	0	0	6	16	13	10	21	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	6	0	0	0	0	0	0	0	0	0
ASV138	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	46	0	40	0	0	0	0	0	0	0	0	27	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV139	0	0	0	0	0	0	2	0	0	0	1	7	0	25	23	0	10	21	0	0	0	0	0	0	0	0	0	4	54	1	181	135	0	111	0	40	0	0	10	35	0	0	0	0	0	3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	23
ASV140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	28	0	0	0	27	115	0	9	0	0	0	0	110	44	0	3	0	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV141	0	0	0	0	0	0	0	0	0	0	15	14	14	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	32	0	11	16	22	0	0	0	0	0	0	0	0	0	26	2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	29	0	0	22	7	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	8	21	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	22	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	3	10	29	26	0	0	0	0	0	0	0	0	0	0	0	0	0	7	16	31	11
ASV142	19	0	0	15	1	0	0	20	0	59	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	13	0	0	40	28	0	0	0	0	0	0	35	29	0	8	12	0	21	0	9	0	0	0	0	49	26	0	46	0	0	13	0	0	0	0	0	0	0	0	0	18	0	0	0	76	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	20	0	0	8	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	13	0	0	0	17	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV143	0	1	1	9	0	6	0	3	2	0	0	0	0	0	1	7	0	4	10	4	1	0	0	10	3	7	5	1	0	2	0	0	2	0	0	3	7	3	4	3	0	7	3	0	0	0	0	0	2	0	0	2	0	7	0	0	1	12	18	0	9	6	0	0	10	5	0	0	7	7	10	5	0	8	5	1	4	0	10	2	0	4	6	0	0	0	0	0	8	0	0	2	0	0	0	8	4	6	2	0	0	0	0	0	0	0	6	6	15	0	2	0	0	5	0	2	3	0	9	16	0	0	0	0	0	5	3	9	0	2	0	6	0	3	1	1	3	1	0	0	0	0
ASV144	0	0	0	0	0	0	0	0	0	0	27	0	7	55	0	9	0	8	0	0	0	0	0	0	0	0	0	0	0	0	25	0	46	41	0	14	0	0	0	0	0	0	0	0	0	0	23	8	0	0	74	0	0	0	0	0	0	0	0	0	0	7	0	0	32	0	12	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	12	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	49	0	0
ASV145	0	0	0	0	0	0	0	0	0	0	16	5	5	22	7	22	4	8	0	0	0	0	0	0	0	0	0	0	0	0	12	5	12	14	14	4	0	0	0	0	0	0	0	0	0	6	7	7	8	9	0	8	4	0	0	0	0	0	0	0	0	0	4	4	14	6	12	3	18	0	0	0	0	0	0	0	0	0	0	9	0	5	7	0	0	6	8	13	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	14	0	6	17	0	4	2	12	34	0	0	0	0	0	0	0	0	0	0	0	9	15	3	0	7	29
ASV146	0	0	0	0	0	4	0	2	2	0	0	0	22	6	0	0	0	0	0	4	0	2	0	0	0	12	0	0	0	0	1	0	0	11	0	11	0	0	0	0	6	0	0	0	0	4	20	12	0	0	0	0	0	0	0	0	0	3	5	0	3	0	3	11	0	0	3	1	44	0	0	13	8	0	8	15	7	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	6	0	9	3	0	0	0	15	17	4	0	0	0	0	0	0	3	0	1	5	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
